TraditionalName	LVName
Zebulun	Zəⱱūlūn
Zechariah	Zaⱪarias
Zechariah	Zəkaryāh
Zecher	Zeker
Zedad	Tsədād
Zedek	Tsedeqḩ
Zedekiah	Tsidqiyyāh
Zeeb	Zəʼēⱱ
Zelek	Tseleq
Zelophehad	Tsəlāfəḩād
Zelzah	Tselʦaḩ
Zemaraim	Tsəmārayim
Zemarite	Tsəmārī
Zemarites	Tsəmārī
Zemirah	Zəmīrāh
Zenas	Zaʸnas
Zephaniah	Tsəfanyāh
Zephath	Tsəfat
Zephathah	Tsəfātāh
Zephi	Tsəfō
Zepho	Tsəfō
Zerah	Zeraḩ
Zerahiah	Zəraḩyāh
Zerahites	Zarḩī
Zered	Zered
Zeredah	Tsərēdāh
Zererah	Tsərērāh
Zereth	Tseret
Zeri	Tsərī
Zeror	Tsərōr
Zeruah	Tsərūˊāh
Zerubbabel	Zərubāⱱel
Zeruiah	Tsərūyāh
Zetham	Zētām
Zethan	Zēytān
Zeus	Zeus
Zia	Zīˊa
Ziba	Tsīⱱāʼ
Zibeon	Tsiⱱˊōn
Zibia	Tsiⱱyāʼ
Zibiah	Tsiⱱyāh
Zichri	Zikrī
Ziha	Tsīḩāʼ
Ziklag	Tsiqlag
Zikri	Zikrī
Zillah	Tsillāh
Zillethai	Tsillətay
Zilthai	Tsillətay
Zimmah	Zimmāh
Zimran	Zimrān
Zimri	Zimrī
Zin	Tsin
Zina	Zīnāʼ
Zion	Siōn
Zion	Tsiyyōn
Ziph	Zīf
Ziphah	Zīfāh
Ziphims	Zīfī
Ziphites	Zīfī
Zippor	Tsipōr
Zipporah	Tsiporāh
Ziv	Ziv
Ziz	Tsīʦ
Ziza	Zīzāʼ
Zizah	Zīzāh
Zoan	Tsoˊan
Zoar	Tsoˊar
Zobah	Tsōⱱāh
Zobebah	Tsoⱱēⱱāh
Zoheth	Zōḩēt
Zophah	Tsōfaḩ
Zophai	Tsūf
Zophim	Tsōfīm
Zorah	Tsārəˊāh
Zorathites	Tsārəˊī
Zorites	Tsārəˊī
Zorobabel	Zorobabel
Zorobabel	Zərubāⱱel
Zuar	Tsūˊār
Zuph	Tsūf
Zur	Tsūr
Zuri-	Tsūrī-
Zuriel	Tsūrīʼēl
Zurishaddai	Tsūrī-shadday
adonijah	ʼₐdoniyyāhū
arabah	ˊₐrāⱱāh
arba	ʼarbaˊ
asherah	ʼₐshērāh
baal	baˊal
barnea	barnēˊa
baz	baz
beno	bənō
beseth	ⱱeşet
biri	birʼī
bosheth	bshet
bozenai	bōzənay
boznai	bōzənay
dammim	dammim
edom	ʼₑdōm
eglaim	 ˊeglayim
el	ʼēl
enan	 ˊēynān
enan	 ˊēynōn
ephah	ʼēyfāh
ephrathah	ʼefrātāh
ezer	ˊezer
gaber	geⱱer
gader	gādēr
geber	geⱱer
gedi	 gedī
gilead	gilˊād
gittith	gittit
gog	gōg
hadad	hₐdad
haddon	ḩaddōn
hail	ḩayil
hash	ḩāsh
hattaavah	hattaʼₐvāh
hatticon	hattikōn
hattikon	hattikōn
hazzebaim	ʦəⱱāyīm
hozeh	ḩozeh
jaakan	yaˊₐqan
jashub	yāshūⱱ
jearim	yəˊārīm
jeshimoth	hyəshimōt
jesimoth	hyəshimōt
lehem	leḩem
marcaboth	hmmrəkkāⱱōt
melah	melaḩ
meon	məˊōn
merodach	mərodak
omer	ˊomer
peor	pəˊōr
perazim	pərāʦīm
pileser	pilʼeşer
rabbim	rabim
rimmon	 rimmōn
shaddai	shadday
shalal-	shālāl-
shean	shəʼān
sheba	sheⱱaˊ
sheerah	sheʼₑrāh
shemesh	shemesh
sheminith	shəmīnīt
sheol	shəʼōl
shephelah	shəfēlāh
shua	shūˊa
shual	 shūˊāl
susim	 şūşīm
tamar	 tāmār
zahab	zāhāⱱ
zoheth	zōḩēt
zophim	ʦōfīm
zur	ʦūr
